1	523.03283519	0.64011655	-0.39922557	0.58245000	0.59381289	0.15638447	-0.78698448	0.00000000	0.59381289	0.00000000	0.00000000	0.00000000
2	-508.54027216	0.18061689	0.03861988	0.01788918	-0.17859902	-0.07025086	-1.66036196	-1.18017183	0.41521387	-0.20029378	-0.10299793	0.00000000
3	502.43489294	0.04505111	1.00567929	-0.04162016	-0.48629096	-1.10659775	-1.77811496	-0.40121969	-0.07107709	-0.24260557	-0.21465594	0.00000000
4	-510.52530471	0.72317348	-0.95295514	1.58016594	-2.14262919	-0.80696510	-1.22609489	-0.77967570	-2.21370628	-0.31428664	-0.24150089	0.00000000
5	518.76537150	0.34743765	0.62658077	-2.21259555	-1.19541181	0.49921672	-1.07091699	-1.56438389	-3.40911809	-0.45033341	-0.29504176	0.00000000
6	-510.49304168	0.66061682	-0.57576248	1.63887350	-0.01334688	-0.68018193	-1.03602606	-0.70108156	-3.42246497	-0.40941944	-0.24520511	0.00000000
7	503.06897069	0.38386860	0.22952317	-1.14149911	-1.80871714	-1.38391336	-1.15177663	-1.56624284	-5.23118211	-0.09637206	-0.10441824	0.00000000
8	-504.61243771	0.62734650	-0.53233823	-0.25332420	-0.47846927	1.80664929	-0.68571804	-0.11331452	-5.70965138	1.17379511	0.28415862	0.00000000
9	507.11983188	0.02164981	0.11768275	-0.13477978	-0.51356791	-1.08091150	-0.35648743	-0.39648175	-6.22321929	1.26281188	0.62403710	0.00000000
10	-514.37366564	0.91056999	0.64833240	1.08242932	-0.68570453	-0.74203174	0.20254316	-1.70225569	-6.90892382	1.43302430	0.98914560	0.00000000
11	524.60655716	0.80055866	-0.29870621	-0.19906394	-0.94152433	-1.31062980	-0.84684505	-1.60882969	-7.85044816	0.86014696	1.27017166	0.00000000
12	-537.64302018	0.74584748	-0.64987974	-0.88355031	0.84331472	1.44416953	-0.85700316	1.16204922	-7.00713343	0.91274072	1.66703078	0.00000000
13	543.20681002	0.81311281	0.52718727	0.26779102	-1.69257769	1.58977253	-0.31320638	-0.21584770	-8.69971112	0.97110958	1.72648275	0.00000000
14	-520.30007392	0.38330632	0.31921393	1.47970834	0.72567873	-0.03036442	0.07768910	-0.61939106	-7.97403240	1.56803809	1.70580034	0.00000000
15	499.05148583	0.61727923	-0.13889525	-1.11922890	-0.29749253	-1.46566543	0.87132465	0.14697865	-8.27152493	1.80760839	1.93109515	0.00000000
16	-508.70426128	0.57549486	-0.05365183	-0.39000009	-0.27149749	-0.22247702	-0.26410982	0.28993667	-8.54302242	1.68318225	2.25212372	0.00000000
17	507.84012928	0.53005170	0.49097667	0.53392302	0.63104172	1.60731839	-1.09812436	2.71046967	-7.91198070	1.15255742	2.40789558	0.00000000
18	-514.91751592	0.27506976	-0.72259946	-0.31860731	0.49178176	-0.02650270	-1.68540993	3.44850605	-7.42019894	0.99005188	2.40425017	0.00000000
19	511.35994998	0.24862896	0.31852512	2.02758955	3.12244032	1.27083737	-0.89600133	2.62164015	-4.29775862	0.43858921	2.43000483	0.00000000
20	-508.93037839	0.45163877	-0.45617235	-2.31952887	-1.39880209	-0.31322122	-0.77013337	2.00216074	-5.69656071	0.16218783	2.48043651	0.00000000
21	532.19270572	0.22771283	0.91380082	-1.14581650	0.78866234	0.74837145	-1.92625057	1.27271381	-4.90789837	-0.33354255	2.69688409	0.00000000
22	-531.16563795	0.80444958	-0.48062614	2.30663523	1.09537445	0.17124606	-0.25009506	1.78015413	-3.81252393	0.35091406	2.51420384	0.00000000
23	518.57436795	0.98610424	-0.34429837	-0.18080497	0.68404263	-0.76716680	-0.75297871	2.71389893	-3.12848130	0.19453959	2.67683763	0.00000000
24	-504.51533750	0.02999195	0.62253532	-1.47683487	0.20654464	1.69616611	0.00035644	3.34772075	-2.92193665	-0.34748617	2.58766673	0.00000000
25	490.13955209	0.53566419	-0.76893497	1.34092107	0.62315383	-0.02274372	-0.47254176	2.96040510	-2.29878282	0.01969853	2.73592768	0.00000000
26	-507.63060267	0.08707722	-0.06965632	-0.12308380	-2.78184081	-1.34366337	-1.78618306	1.76320370	-5.08062363	-0.12658142	2.90568224	0.00000000
27	520.92464957	0.80209144	0.77293527	0.78141412	0.79120024	0.06404059	-2.55981329	1.31689644	-4.28942339	-0.14981281	3.27784895	0.00000000
28	-524.98577380	0.98914491	-0.98746543	0.79620589	0.37521367	0.09647752	-2.38595363	2.66965271	-3.91420973	-0.86729018	3.34527654	0.00000000
29	511.87010955	0.06694626	0.38094066	-2.14514738	0.93806488	-2.52066789	-2.00773084	1.20798483	-2.97614485	0.41057454	3.48111422	0.00000000
30	-491.35361058	0.93939836	-0.64689991	0.68320089	-0.33371491	-0.02265904	-0.61025660	2.62940856	-3.30985976	0.21092327	3.51292454	0.00000000
31	495.29125423	0.01817753	0.83943431	0.22431867	0.06380394	0.46555379	-1.16550717	2.68259904	-3.24605583	0.21580348	3.51328235	0.00000000
